Customer_ID,Customer_Name,Gender,Age,City,State,Region,Signup_Date,Customer_Segment,Acquisition_Channel
CUST1218,Amit Joshi,Male,44,Patna,Bihar,East,2025-01-19,Standard,Online
CUST1409,Rahul Das,Male,20,Chandigarh,Punjab,North,2025-01-19,Standard,Organic Search
CUST1055,Priya Sharma,Female,39,Mumbai,Maharashtra,West,2025-01-20,Standard,Referral
CUST1277,Varun Nair,Male,35,Pune,Maharashtra,West,2025-01-20,Standard,Retail
CUST1473,Kavita Verma,Female,23,Kolkata,West Bengal,East,2025-01-20,Standard,Organic Search
CUST1698,Karthik Gupta,Male,37,Pune,Maharashtra,West,2025-01-20,Premium,Retail
CUST1048,Rahul Patel,Male,29,Surat,Gujarat,West,2025-01-21,Premium,Online
CUST1861,Naveen Reddy,Male,41,Chennai,Tamil Nadu,South,2025-01-21,Enterprise,Social Media
CUST1888,Shreya Sharma,Female,31,Bhopal,Madhya Pradesh,Central,2025-01-21,Standard,Retail
CUST1356,Divya Sharma,Female,35,Pune,Maharashtra,West,2025-01-23,Premium,Online
CUST1708,Meera Verma,Female,44,Patna,Bihar,East,2025-01-23,Enterprise,Online
CUST1177,Sunita Gupta,Female,24,Pune,Maharashtra,West,2025-01-24,Standard,Email Campaign
CUST1538,Ananya Mehta,Female,30,Bhubaneswar,Odisha,East,2025-01-24,Enterprise,Social Media
CUST1904,Sunita Choudhury,Female,36,Surat,Gujarat,West,2025-01-25,Standard,Retail
CUST1077,Amit Gupta,Male,18,Chandigarh,Punjab,North,2025-01-26,Standard,Online
CUST1747,Sanjay Reddy,Male,37,Hyderabad,Telangana,South,2025-01-26,Standard,Email Campaign
CUST1168,Tanvi Gupta,Female,29,Bhubaneswar,Odisha,East,2025-01-27,Enterprise,Retail
CUST1810,Aishwarya Bose,Female,38,Kochi,Kerala,South,2025-01-27,Standard,Referral
CUST1974,Ritu Joshi,Female,23,Bengaluru,Karnataka,South,2025-01-27,Premium,Online
CUST1207,Varun Das,Male,49,Bhubaneswar,Odisha,East,2025-01-28,Standard,Referral
CUST1496,Tanvi Sharma,Female,51,Bhopal,Madhya Pradesh,Central,2025-01-28,Premium,Retail
CUST1713,Vikram Verma,Male,39,Mumbai,Maharashtra,West,2025-01-28,Standard,Organic Search
CUST1993,Shreya Das,Female,34,Patna,Bihar,East,2025-01-28,Standard,Online
CUST1746,Rahul Verma,Male,39,New Delhi,Delhi,North,2025-01-29,Premium,Online
CUST1760,Ritu Mehta,Female,21,Bhubaneswar,Odisha,East,2025-01-29,Premium,Online
CUST1035,Pooja Kumar,Female,24,Ahmedabad,Gujarat,West,2025-01-30,Standard,Referral
CUST1435,Meera Singh,Female,50,Mumbai,Maharashtra,West,2025-01-30,Premium,Referral
CUST1818,Rahul Kumar,Male,36,Hyderabad,Telangana,South,2025-01-30,Enterprise,Social Media
CUST1160,Ritu Gupta,Female,33,Bengaluru,Karnataka,South,2025-02-01,Enterprise,Social Media
CUST1790,Tanvi Verma,Female,44,Pune,Maharashtra,West,2025-02-01,Standard,Retail
CUST1212,Sunita Mehta,Female,28,Patna,Bihar,East,2025-02-02,Standard,Organic Search
CUST1339,Sneha Verma,Female,33,New Delhi,Delhi,North,2025-02-02,Standard,Online
CUST1488,Sunita Sharma,Female,35,Bhopal,Madhya Pradesh,Central,2025-02-02,Standard,Online
CUST1615,Varun Verma,Male,22,Hyderabad,Telangana,South,2025-02-02,Standard,Referral
CUST1839,Varun Bose,Male,42,Lucknow,Uttar Pradesh,North,2025-02-02,Premium,Referral
CUST1960,Anil Reddy,Male,45,Pune,Maharashtra,West,2025-02-02,Enterprise,Referral
CUST1099,Sneha Kumar,Female,33,Kochi,Kerala,South,2025-02-03,Standard,Online
CUST1236,Karthik Choudhury,Male,44,Hyderabad,Telangana,South,2025-02-03,Standard,Email Campaign
CUST1391,Deepak Mehta,Male,41,New Delhi,Delhi,North,2025-02-05,Standard,Online
CUST1823,Priya Patel,Female,40,Patna,Bihar,East,2025-02-05,Standard,Organic Search
CUST1828,Ritu Nair,Female,47,Kolkata,West Bengal,East,2025-02-05,Standard,Online
CUST1025,Priya Reddy,Female,22,Bengaluru,Karnataka,South,2025-02-06,Premium,Online
CUST1026,Naveen Kumar,Male,30,Ahmedabad,Gujarat,West,2025-02-06,Standard,Online
CUST1836,Arjun Reddy,Male,46,Lucknow,Uttar Pradesh,North,2025-02-06,Standard,Online
CUST1348,Arjun Nair,Male,25,Kolkata,West Bengal,East,2025-02-07,Standard,Retail
CUST1427,Sunita Gupta,Female,37,Mumbai,Maharashtra,West,2025-02-08,Standard,Online
CUST1516,Sneha Sharma,Female,34,Indore,Madhya Pradesh,Central,2025-02-08,Premium,Online
CUST1189,Vikram Das,Male,31,Pune,Maharashtra,West,2025-02-09,Premium,Email Campaign
CUST1329,Karthik Verma,Male,34,Kolkata,West Bengal,East,2025-02-09,Standard,Retail
CUST1950,Kavita Singh,Female,18,Surat,Gujarat,West,2025-02-09,Premium,Online
CUST1006,Swati Sharma,Female,39,Kolkata,West Bengal,East,2025-02-10,Standard,Social Media
CUST1210,Ritu Reddy,Female,39,Bengaluru,Karnataka,South,2025-02-10,Standard,Online
CUST1776,Arjun Mehta,Male,27,Nagpur,Maharashtra,Central,2025-02-10,Enterprise,Social Media
CUST1071,Arjun Patel,Male,34,Nagpur,Maharashtra,Central,2025-02-11,Standard,Online
CUST1161,Sunita Sharma,Female,18,Hyderabad,Telangana,South,2025-02-11,Standard,Online
CUST1243,Tanvi Choudhury,Female,18,Bengaluru,Karnataka,South,2025-02-11,Standard,Retail
CUST1459,Pooja Sharma,Female,39,Pune,Maharashtra,West,2025-02-11,Standard,Online
CUST1830,Anil Iyer,Male,27,Ahmedabad,Gujarat,West,2025-02-11,Premium,Social Media
CUST1334,Aishwarya Singh,Female,31,Hyderabad,Telangana,South,2025-02-12,Standard,Referral
CUST1386,Sanjay Rao,Male,23,Mumbai,Maharashtra,West,2025-02-12,Standard,Organic Search
CUST1400,Kavita Joshi,Female,34,Kolkata,West Bengal,East,2025-02-12,Premium,Retail
CUST1021,Pooja Kumar,Female,34,Hyderabad,Telangana,South,2025-02-13,Premium,Social Media
CUST1100,Rohan Verma,Male,51,Pune,Maharashtra,West,2025-02-13,Enterprise,Online
CUST1192,Aditya Sharma,Male,21,Ahmedabad,Gujarat,West,2025-02-13,Standard,Online
CUST1650,Amit Patel,Male,36,New Delhi,Delhi,North,2025-02-13,Premium,Organic Search
CUST1458,Anil Kumar,Male,37,Bhubaneswar,Odisha,East,2025-02-14,Standard,Social Media
CUST1468,Preeti Joshi,Female,40,Hyderabad,Telangana,South,2025-02-14,Standard,Referral
CUST1720,Preeti Nair,Female,20,New Delhi,Delhi,North,2025-02-14,Premium,Retail
CUST1716,Ritu Bose,Female,24,Nagpur,Maharashtra,Central,2025-02-15,Standard,Retail
CUST1789,Preeti Choudhury,Female,18,Surat,Gujarat,West,2025-02-15,Standard,Retail
CUST1896,Ananya Choudhury,Female,42,Kolkata,West Bengal,East,2025-02-15,Standard,Retail
CUST1979,Rahul Kumar,Male,45,Lucknow,Uttar Pradesh,North,2025-02-15,Enterprise,Online
CUST1141,Vikram Mehta,Male,22,New Delhi,Delhi,North,2025-02-16,Enterprise,Online
CUST1153,Priya Nair,Female,30,Patna,Bihar,East,2025-02-16,Premium,Retail
CUST1460,Ritu Das,Female,34,Mumbai,Maharashtra,West,2025-02-16,Premium,Referral
CUST1702,Ritu Mehta,Female,44,Indore,Madhya Pradesh,Central,2025-02-16,Standard,Online
CUST1786,Divya Das,Female,39,Chennai,Tamil Nadu,South,2025-02-16,Standard,Online
CUST1063,Sanjay Sharma,Male,31,Ahmedabad,Gujarat,West,2025-02-17,Premium,Social Media
CUST1166,Ananya Sharma,Female,41,Hyderabad,Telangana,South,2025-02-17,Standard,Social Media
CUST1559,Pradeep Iyer,Male,40,Kolkata,West Bengal,East,2025-02-17,Standard,Organic Search
CUST1765,Sneha Sharma,Female,32,Jaipur,Rajasthan,North,2025-02-17,Standard,Online
CUST1889,Priya Nair,Female,29,Surat,Gujarat,West,2025-02-17,Standard,Retail
CUST1695,Preeti Iyer,Female,22,New Delhi,Delhi,North,2025-02-18,Standard,Referral
CUST1686,Ananya Singh,Female,31,Indore,Madhya Pradesh,Central,2025-02-19,Standard,Online
CUST1777,Meera Verma,Female,47,Patna,Bihar,East,2025-02-19,Standard,Social Media
CUST1813,Sunita Rao,Female,47,Chennai,Tamil Nadu,South,2025-02-19,Enterprise,Retail
CUST1031,Varun Choudhury,Male,48,Nagpur,Maharashtra,Central,2025-02-20,Standard,Email Campaign
CUST1152,Pooja Bose,Female,23,Surat,Gujarat,West,2025-02-20,Enterprise,Referral
CUST1383,Aishwarya Rao,Female,46,Chennai,Tamil Nadu,South,2025-02-20,Premium,Social Media
CUST1918,Manoj Reddy,Male,45,Hyderabad,Telangana,South,2025-02-20,Premium,Social Media
CUST1931,Ritu Das,Female,36,Bengaluru,Karnataka,South,2025-02-20,Premium,Social Media
CUST1273,Sanjay Singh,Male,42,Bhopal,Madhya Pradesh,Central,2025-02-21,Premium,Online
CUST1613,Arjun Singh,Male,20,Chandigarh,Punjab,North,2025-02-21,Standard,Referral
CUST1390,Ananya Joshi,Female,18,Kochi,Kerala,South,2025-02-22,Standard,Organic Search
CUST1531,Divya Sharma,Female,48,Bengaluru,Karnataka,South,2025-02-22,Standard,Online
CUST1591,Preeti Das,Female,35,Ahmedabad,Gujarat,West,2025-02-22,Premium,Retail
CUST1825,Karthik Gupta,Male,41,Mumbai,Maharashtra,West,2025-02-22,Standard,Online
CUST1908,Divya Choudhury,Female,38,Chandigarh,Punjab,North,2025-02-22,Standard,Retail
CUST1066,Sanjay Joshi,Male,24,Bengaluru,Karnataka,South,2025-02-24,Premium,Online
CUST1609,Sunita Singh,Female,31,Surat,Gujarat,West,2025-02-24,Standard,Social Media
CUST1726,Sneha Mehta,Female,35,Jaipur,Rajasthan,North,2025-02-24,Standard,Online
CUST1774,Preeti Gupta,Female,40,Chennai,Tamil Nadu,South,2025-02-24,Standard,Online
CUST1824,Sneha Gupta,Female,32,Bhopal,Madhya Pradesh,Central,2025-02-25,Standard,Social Media
CUST1279,Preeti Verma,Female,39,Jaipur,Rajasthan,North,2025-02-27,Standard,Social Media
CUST1524,Aditya Choudhury,Male,28,Bhopal,Madhya Pradesh,Central,2025-02-27,Premium,Referral
CUST1706,Divya Gupta,Female,45,Hyderabad,Telangana,South,2025-02-27,Premium,Referral
CUST1943,Meera Sharma,Female,36,Pune,Maharashtra,West,2025-02-28,Standard,Online
CUST1056,Kavita Reddy,Female,29,Indore,Madhya Pradesh,Central,2025-03-01,Standard,Retail
CUST1290,Tanvi Iyer,Female,44,Patna,Bihar,East,2025-03-01,Premium,Social Media
CUST1354,Vikram Nair,Male,37,Hyderabad,Telangana,South,2025-03-01,Premium,Social Media
CUST1768,Aditya Nair,Male,48,Indore,Madhya Pradesh,Central,2025-03-01,Standard,Organic Search
CUST1910,Deepak Das,Male,29,Hyderabad,Telangana,South,2025-03-01,Premium,Organic Search
CUST1296,Sanjay Bose,Male,46,Surat,Gujarat,West,2025-03-02,Standard,Retail
CUST1405,Sneha Rao,Female,44,Mumbai,Maharashtra,West,2025-03-02,Premium,Online
CUST1912,Arjun Patel,Male,29,Bengaluru,Karnataka,South,2025-03-02,Standard,Organic Search
CUST1403,Ananya Das,Female,31,Chandigarh,Punjab,North,2025-03-03,Standard,Online
CUST1421,Rohan Sharma,Male,39,Bhubaneswar,Odisha,East,2025-03-03,Standard,Email Campaign
CUST1630,Sneha Mehta,Female,47,Kochi,Kerala,South,2025-03-03,Enterprise,Social Media
CUST1248,Anil Singh,Male,58,Patna,Bihar,East,2025-03-04,Standard,Online
CUST1750,Vikram Das,Male,38,New Delhi,Delhi,North,2025-03-04,Premium,Online
CUST1928,Pooja Reddy,Female,41,Kolkata,West Bengal,East,2025-03-04,Standard,Referral
CUST1205,Tanvi Rao,Female,30,Indore,Madhya Pradesh,Central,2025-03-05,Standard,Social Media
CUST1239,Pradeep Verma,Male,18,Chennai,Tamil Nadu,South,2025-03-05,Standard,Online
CUST1508,Karthik Iyer,Male,29,Chandigarh,Punjab,North,2025-03-05,Standard,Social Media
CUST1237,Swati Nair,Female,36,Hyderabad,Telangana,South,2025-03-06,Enterprise,Retail
CUST1648,Rohan Bose,Male,45,Bengaluru,Karnataka,South,2025-03-06,Premium,Social Media
CUST1156,Vikram Bose,Male,27,New Delhi,Delhi,North,2025-03-08,Standard,Social Media
CUST1179,Divya Sharma,Female,48,Chandigarh,Punjab,North,2025-03-08,Standard,Social Media
CUST1196,Neha Gupta,Female,38,Kolkata,West Bengal,East,2025-03-08,Standard,Organic Search
CUST1441,Rahul Iyer,Male,25,Jaipur,Rajasthan,North,2025-03-08,Standard,Online
CUST1501,Karthik Mehta,Male,42,Hyderabad,Telangana,South,2025-03-08,Premium,Retail
CUST1291,Ananya Choudhury,Female,18,Patna,Bihar,East,2025-03-09,Standard,Referral
CUST1388,Suresh Das,Male,23,Hyderabad,Telangana,South,2025-03-09,Standard,Retail
CUST1651,Pooja Singh,Female,33,New Delhi,Delhi,North,2025-03-09,Standard,Online
CUST1877,Manoj Gupta,Male,43,Nagpur,Maharashtra,Central,2025-03-09,Standard,Referral
CUST1067,Priya Iyer,Female,34,Patna,Bihar,East,2025-03-10,Premium,Social Media
CUST1418,Karthik Sharma,Male,45,Indore,Madhya Pradesh,Central,2025-03-10,Premium,Referral
CUST1539,Pradeep Choudhury,Male,21,Indore,Madhya Pradesh,Central,2025-03-10,Enterprise,Online
CUST1543,Vikram Nair,Male,57,Patna,Bihar,East,2025-03-10,Standard,Retail
CUST1598,Rohan Reddy,Male,34,Chandigarh,Punjab,North,2025-03-10,Premium,Online
CUST1985,Meera Gupta,Female,31,Bhopal,Madhya Pradesh,Central,2025-03-10,Premium,Email Campaign
CUST1367,Meera Kumar,Female,48,Bhopal,Madhya Pradesh,Central,2025-03-11,Standard,Referral
CUST1444,Anil Patel,Male,18,Ahmedabad,Gujarat,West,2025-03-11,Enterprise,Social Media
CUST1704,Aishwarya Joshi,Female,42,New Delhi,Delhi,North,2025-03-11,Standard,Online
CUST1737,Rohan Mehta,Male,18,Nagpur,Maharashtra,Central,2025-03-11,Standard,Online
CUST1199,Suresh Rao,Male,43,Lucknow,Uttar Pradesh,North,2025-03-12,Standard,Online
CUST1257,Karthik Iyer,Male,31,Chennai,Tamil Nadu,South,2025-03-12,Premium,Social Media
CUST1840,Divya Sharma,Female,40,Nagpur,Maharashtra,Central,2025-03-12,Standard,Email Campaign
CUST1030,Suresh Iyer,Male,33,Patna,Bihar,East,2025-03-13,Standard,Online
CUST1258,Sneha Reddy,Female,35,Indore,Madhya Pradesh,Central,2025-03-13,Standard,Retail
CUST1347,Varun Bose,Male,36,Bhopal,Madhya Pradesh,Central,2025-03-13,Premium,Online
CUST1536,Naveen Verma,Male,44,Bhopal,Madhya Pradesh,Central,2025-03-13,Premium,Social Media
CUST1574,Priya Iyer,Female,27,Nagpur,Maharashtra,Central,2025-03-14,Standard,Online
CUST1172,Divya Kumar,Female,22,Chandigarh,Punjab,North,2025-03-15,Standard,Referral
CUST1778,Ritu Singh,Female,42,Lucknow,Uttar Pradesh,North,2025-03-15,Premium,Retail
CUST1895,Shreya Choudhury,Female,19,Hyderabad,Telangana,South,2025-03-15,Standard,Referral
CUST1270,Preeti Nair,Female,51,Surat,Gujarat,West,2025-03-16,Standard,Online
CUST1549,Vikram Mehta,Male,39,Mumbai,Maharashtra,West,2025-03-16,Premium,Social Media
CUST1723,Shreya Joshi,Female,49,Bhubaneswar,Odisha,East,2025-03-16,Premium,Retail
CUST1885,Manoj Patel,Male,35,Bhopal,Madhya Pradesh,Central,2025-03-16,Enterprise,Organic Search
CUST1064,Pooja Mehta,Female,46,Jaipur,Rajasthan,North,2025-03-17,Standard,Online
CUST1206,Ritu Choudhury,Female,32,Indore,Madhya Pradesh,Central,2025-03-17,Premium,Online
CUST1423,Tanvi Joshi,Female,33,Ahmedabad,Gujarat,West,2025-03-17,Standard,Online
CUST1470,Ananya Nair,Female,31,New Delhi,Delhi,North,2025-03-17,Standard,Retail
CUST1884,Sanjay Rao,Male,53,Surat,Gujarat,West,2025-03-17,Standard,Retail
CUST1930,Ritu Iyer,Female,22,Mumbai,Maharashtra,West,2025-03-17,Premium,Online
CUST1603,Suresh Iyer,Male,40,Bhubaneswar,Odisha,East,2025-03-18,Premium,Online
CUST1353,Divya Nair,Female,20,Indore,Madhya Pradesh,Central,2025-03-19,Standard,Online
CUST1401,Vikram Sharma,Male,30,Jaipur,Rajasthan,North,2025-03-21,Standard,Referral
CUST1655,Pradeep Sharma,Male,25,Mumbai,Maharashtra,West,2025-03-21,Standard,Online
CUST1759,Preeti Das,Female,37,Bhopal,Madhya Pradesh,Central,2025-03-21,Premium,Organic Search
CUST1851,Priya Sharma,Female,32,Chandigarh,Punjab,North,2025-03-22,Premium,Referral
CUST1385,Pooja Joshi,Female,49,Pune,Maharashtra,West,2025-03-23,Premium,Organic Search
CUST1436,Aishwarya Reddy,Female,37,Lucknow,Uttar Pradesh,North,2025-03-23,Standard,Social Media
CUST1522,Rohan Joshi,Male,42,Chennai,Tamil Nadu,South,2025-03-23,Standard,Organic Search
CUST1668,Sunita Patel,Female,47,Ahmedabad,Gujarat,West,2025-03-23,Premium,Online
CUST1019,Tanvi Gupta,Female,28,Surat,Gujarat,West,2025-03-24,Standard,Social Media
CUST1454,Anil Verma,Male,41,Kolkata,West Bengal,East,2025-03-24,Premium,Retail
CUST1514,Shreya Nair,Female,23,Pune,Maharashtra,West,2025-03-24,Standard,Referral
CUST1614,Aishwarya Iyer,Female,38,Chennai,Tamil Nadu,South,2025-03-24,Standard,Retail
CUST1082,Karthik Reddy,Male,23,Kochi,Kerala,South,2025-03-25,Enterprise,Online
CUST1741,Priya Mehta,Female,37,New Delhi,Delhi,North,2025-03-25,Premium,Online
CUST1994,Rahul Das,Male,28,Mumbai,Maharashtra,West,2025-03-25,Premium,Referral
CUST1374,Tanvi Joshi,Female,25,Bhubaneswar,Odisha,East,2025-03-26,Premium,Social Media
CUST1762,Anil Nair,Male,35,Nagpur,Maharashtra,Central,2025-03-26,Standard,Referral
CUST1032,Amit Choudhury,Male,41,Lucknow,Uttar Pradesh,North,2025-03-27,Standard,Referral
CUST1224,Neha Das,Female,33,Bhubaneswar,Odisha,East,2025-03-27,Premium,Referral
CUST1466,Pradeep Das,Male,32,Chandigarh,Punjab,North,2025-03-27,Enterprise,Social Media
CUST1735,Kavita Choudhury,Female,28,Patna,Bihar,East,2025-03-27,Standard,Retail
CUST1375,Pradeep Kumar,Male,23,Nagpur,Maharashtra,Central,2025-03-28,Standard,Social Media
CUST1707,Pooja Rao,Female,26,Pune,Maharashtra,West,2025-03-28,Enterprise,Retail
CUST1927,Rohan Nair,Male,24,Kochi,Kerala,South,2025-03-28,Standard,Email Campaign
CUST1989,Sneha Choudhury,Female,22,Mumbai,Maharashtra,West,2025-03-28,Standard,Organic Search
CUST1262,Arjun Kumar,Male,20,Bhopal,Madhya Pradesh,Central,2025-03-29,Standard,Social Media
CUST1780,Anil Das,Male,21,Patna,Bihar,East,2025-03-29,Standard,Online
CUST1857,Vikram Verma,Male,41,Bhubaneswar,Odisha,East,2025-03-29,Premium,Online
CUST1103,Sanjay Singh,Male,33,Lucknow,Uttar Pradesh,North,2025-03-30,Standard,Online
CUST1266,Swati Nair,Female,30,Ahmedabad,Gujarat,West,2025-03-30,Standard,Retail
CUST1133,Manoj Nair,Male,19,Chandigarh,Punjab,North,2025-03-31,Standard,Organic Search
CUST1186,Karthik Verma,Male,30,Hyderabad,Telangana,South,2025-04-01,Enterprise,Retail
CUST1438,Preeti Bose,Female,19,Chandigarh,Punjab,North,2025-04-01,Standard,Online
CUST1481,Sanjay Kumar,Male,34,Patna,Bihar,East,2025-04-01,Enterprise,Referral
CUST1653,Swati Das,Female,48,Nagpur,Maharashtra,Central,2025-04-01,Standard,Referral
CUST1748,Sanjay Patel,Male,27,Nagpur,Maharashtra,Central,2025-04-01,Enterprise,Social Media
CUST1936,Ritu Kumar,Female,32,Chennai,Tamil Nadu,South,2025-04-01,Standard,Organic Search
CUST1328,Preeti Iyer,Female,25,Chennai,Tamil Nadu,South,2025-04-02,Enterprise,Online
CUST1411,Karthik Rao,Male,43,Chennai,Tamil Nadu,South,2025-04-02,Standard,Retail
CUST1611,Aishwarya Singh,Female,20,Bhopal,Madhya Pradesh,Central,2025-04-02,Standard,Retail
CUST1855,Naveen Nair,Male,46,Patna,Bihar,East,2025-04-02,Standard,Online
CUST1875,Suresh Choudhury,Male,36,Kolkata,West Bengal,East,2025-04-02,Standard,Email Campaign
CUST1171,Karthik Choudhury,Male,26,Bengaluru,Karnataka,South,2025-04-03,Standard,Social Media
CUST1493,Swati Patel,Female,43,Nagpur,Maharashtra,Central,2025-04-03,Standard,Referral
CUST1665,Rahul Patel,Male,34,Bhopal,Madhya Pradesh,Central,2025-04-03,Standard,Social Media
CUST1494,Shreya Mehta,Female,19,Nagpur,Maharashtra,Central,2025-04-04,Enterprise,Organic Search
CUST1660,Kavita Singh,Female,26,Hyderabad,Telangana,South,2025-04-04,Standard,Online
CUST1882,Arjun Iyer,Male,31,Pune,Maharashtra,West,2025-04-04,Enterprise,Social Media
CUST1636,Meera Rao,Female,39,Surat,Gujarat,West,2025-04-05,Standard,Online
CUST1036,Rahul Iyer,Male,28,Hyderabad,Telangana,South,2025-04-06,Standard,Online
CUST1635,Deepak Reddy,Male,40,Mumbai,Maharashtra,West,2025-04-06,Standard,Online
CUST1952,Naveen Kumar,Male,32,Indore,Madhya Pradesh,Central,2025-04-06,Standard,Online
CUST1489,Tanvi Patel,Female,33,Pune,Maharashtra,West,2025-04-07,Standard,Social Media
CUST1250,Preeti Reddy,Female,27,Ahmedabad,Gujarat,West,2025-04-08,Premium,Referral
CUST1263,Sneha Bose,Female,33,Kochi,Kerala,South,2025-04-08,Standard,Online
CUST1679,Anil Joshi,Male,55,Kolkata,West Bengal,East,2025-04-08,Standard,Referral
CUST1766,Preeti Iyer,Female,35,New Delhi,Delhi,North,2025-04-08,Standard,Referral
CUST1095,Anil Sharma,Male,33,Chandigarh,Punjab,North,2025-04-09,Standard,Referral
CUST1674,Aishwarya Choudhury,Female,29,Patna,Bihar,East,2025-04-09,Standard,Referral
CUST1579,Sanjay Gupta,Male,34,Hyderabad,Telangana,South,2025-04-10,Standard,Referral
CUST1891,Sunita Gupta,Female,57,Kolkata,West Bengal,East,2025-04-10,Standard,Retail
CUST1080,Pradeep Kumar,Male,36,Lucknow,Uttar Pradesh,North,2025-04-13,Premium,Retail
CUST1897,Kavita Verma,Female,20,New Delhi,Delhi,North,2025-04-13,Standard,Referral
CUST1289,Naveen Reddy,Male,46,Indore,Madhya Pradesh,Central,2025-04-14,Standard,Online
CUST1617,Pradeep Bose,Male,38,Bengaluru,Karnataka,South,2025-04-14,Premium,Organic Search
CUST1681,Rahul Bose,Male,39,Chennai,Tamil Nadu,South,2025-04-14,Standard,Online
CUST1856,Sanjay Rao,Male,50,Mumbai,Maharashtra,West,2025-04-14,Standard,Online
CUST1958,Sunita Choudhury,Female,36,Chennai,Tamil Nadu,South,2025-04-14,Standard,Online
CUST1313,Ritu Sharma,Female,38,Ahmedabad,Gujarat,West,2025-04-15,Standard,Referral
CUST1730,Kavita Singh,Female,38,Jaipur,Rajasthan,North,2025-04-15,Standard,Organic Search
CUST1996,Amit Rao,Male,45,Hyderabad,Telangana,South,2025-04-15,Premium,Online
CUST1395,Aishwarya Joshi,Female,51,Pune,Maharashtra,West,2025-04-16,Standard,Retail
CUST1629,Aditya Joshi,Male,38,Mumbai,Maharashtra,West,2025-04-16,Standard,Social Media
CUST1845,Shreya Mehta,Female,36,New Delhi,Delhi,North,2025-04-16,Standard,Online
CUST1683,Priya Rao,Female,36,Bengaluru,Karnataka,South,2025-04-17,Premium,Organic Search
CUST1450,Ritu Kumar,Female,50,Mumbai,Maharashtra,West,2025-04-18,Standard,Online
CUST1012,Suresh Choudhury,Male,21,Ahmedabad,Gujarat,West,2025-04-19,Premium,Referral
CUST1178,Rahul Singh,Male,27,Pune,Maharashtra,West,2025-04-19,Premium,Social Media
CUST1310,Neha Choudhury,Female,19,Bengaluru,Karnataka,South,2025-04-19,Enterprise,Email Campaign
